GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),ENVCAUSE (CODE),ENVCAUSE (DISPLAY),ENVCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
AIR_45,Ambient air pollution attributable YLLs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,84 [48-130],84.25573,48.47891,129.88948,,,
AIR_45,Ambient air pollution attributable YLLs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,704 [244-1 381],704.07366,244.16245,1381.13183,,,
AIR_45,Ambient air pollution attributable YLLs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,1 998 [1 310-2 555],1998.32840,1310.07863,2554.97200,,,
AIR_45,Ambient air pollution attributable YLLs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE039,Lower respiratory infections,,768 [475-1 063],767.92735,475.47064,1062.63055,,,
AIR_45,Ambient air pollution attributable YLLs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE114,Stroke,,551 [284-831],550.99367,284.48289,830.64847,,,
AIR_45,Ambient air pollution attributable YLLs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE000,Total,,4 096 [3 111-5 154],4095.64669,3110.58484,5154.02286,,,
AIR_45,Ambient air pollution attributable YLLs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,74 [43-115],74.32362,42.76419,114.57803,,,
AIR_46,Ambient air pollution attributable YLL in children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE039,Lower respiratory infections,,849 [526-1 175],848.90723,525.61022,1174.68763,,,
AIR_46,Ambient air pollution attributable YLL in children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE039,Lower respiratory infections,,368 [228-510],368.31146,228.04408,509.65630,,,
AIR_46,Ambient air pollution attributable YLL in children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE039,Lower respiratory infections,,481 [298-665],480.59577,297.56614,665.03133,,,
AIR_4,Ambient air pollution attributable deaths in children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE039,Lower respiratory infections,,9 [6-13],9.46762,5.86198,13.10095,,,
AIR_4,Ambient air pollution attributable deaths in children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE039,Lower respiratory infections,,4 [3-6],4.10759,2.54326,5.68394,,,
AIR_4,Ambient air pollution attributable deaths in children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE039,Lower respiratory infections,,5 [3-7],5.36002,3.31872,7.41701,,,
AIR_6,Ambient air pollution  attributable deaths per 100'000 children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE039,Lower respiratory infections,,1 [1-2],1.24069,0.76819,1.71682,,,
AIR_6,Ambient air pollution  attributable deaths per 100'000 children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE039,Lower respiratory infections,,1 [1-2],1.14717,0.71029,1.58742,,,
AIR_6,Ambient air pollution  attributable deaths per 100'000 children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE039,Lower respiratory infections,,1 [1-2],1.32336,0.81937,1.83121,,,
AIR_10,Ambient air pollution  attributable DALYs per 100'000 children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE039,Lower respiratory infections,,111 [69-154],111.30442,68.91535,154.01909,,,
AIR_10,Ambient air pollution  attributable DALYs per 100'000 children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE039,Lower respiratory infections,,103 [64-142],102.91796,63.72278,142.41421,,,
AIR_10,Ambient air pollution  attributable DALYs per 100'000 children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE039,Lower respiratory infections,,119 [74-164],118.71832,73.50575,164.27819,,,
AIR_71,Ambient air pollution attributable DALYs in children under 15 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE039,Lower respiratory infections,,927 [574-1 283],927.20016,574.08615,1283.02660,,,
AIR_71,Ambient air pollution attributable DALYs in children under 15 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE039,Lower respiratory infections,,409 [253-566],409.04190,253.26278,566.01764,,,
AIR_71,Ambient air pollution attributable DALYs in children under 15 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE039,Lower respiratory infections,,518 [321-717],518.15825,320.82337,717.00896,,,
AIR_72,Ambient air pollution attributable deaths in children under 15 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE039,Lower respiratory infections,,10 [6-14],10.42231,6.45309,14.42203,,,
AIR_72,Ambient air pollution attributable deaths in children under 15 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE039,Lower respiratory infections,,5 [3-6],4.60736,2.85269,6.37549,,,
AIR_72,Ambient air pollution attributable deaths in children under 15 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE039,Lower respiratory infections,,6 [4-8],5.81496,3.60039,8.04653,,,
AIR_73,Ambient air pollution attributable YLL in children under 15 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE039,Lower respiratory infections,,925 [573-1 280],925.01361,572.73233,1280.00093,,,
AIR_73,Ambient air pollution attributable YLL in children under 15 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE039,Lower respiratory infections,,408 [253-565],408.15852,252.71583,564.79524,,,
AIR_73,Ambient air pollution attributable YLL in children under 15 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE039,Lower respiratory infections,,517 [320-715],516.85509,320.01650,715.20569,,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,102 [15-257],101.58459,15.25490,257.44424,,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,90 [13-186],90.05807,12.84230,186.49564,,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE039,Lower respiratory infections,,37 [7-69],36.53160,6.52756,69.33802,,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE114,Stroke,,41 [6-103],40.64888,5.51684,102.90037,,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE000,Total,,278 [45-574],277.66779,45.19442,574.09247,,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,9 [1-17],8.84464,1.40406,17.24986,,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,52 [8-133],52.45473,8.14585,132.61417,,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,35 [5-73],35.43814,5.10592,72.90369,,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE039,Lower respiratory infections,,17 [3-33],17.45813,3.22830,32.99586,,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE114,Stroke,,19 [3-48],19.13270,2.63597,47.76385,,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE000,Total,,129 [21-267],129.37903,21.18159,266.52084,,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,5 [1-9],4.89534,0.79971,9.29367,,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,49 [7-126],49.12986,7.10905,125.76447,,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,55 [8-114],54.61993,7.73638,113.71288,,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE039,Lower respiratory infections,,19 [3-36],19.07348,3.29926,36.33936,,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE114,Stroke,,22 [3-55],21.51618,2.86420,55.47856,,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE000,Total,,148 [24-306],148.28876,24.01283,306.47787,,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,4 [1-8],3.94931,0.60435,7.93957,,,
AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,13 [2-34],13.31220,1.99909,33.73690,,,
AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,12 [2-24],11.80170,1.68293,24.43940,,,
AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE039,Lower respiratory infections,,5 [1-9],4.78730,0.85541,9.08640,,,
AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE114,Stroke,,5 [1-13],5.32685,0.72296,13.48463,,,
AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE000,Total,,36 [5-83],36.38710,5.44437,83.00785,,,
AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,1 [0-2],1.15905,0.18400,2.26052,,,
AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,15 [2-37],14.64962,2.27498,37.03665,,,
AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,10 [1-20],9.89721,1.42599,20.36063,,,
AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE039,Lower respiratory infections,,5 [1-9],4.87573,0.89970,9.21513,,,
AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE114,Stroke,,5 [1-13],5.34340,0.73618,13.33955,,,
AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE000,Total,,36 [6-83],36.13314,5.56019,82.54751,,,
AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,1 [0-3],1.36718,0.22334,2.59555,,,
AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,12 [2-31],12.12987,1.75518,31.05050,,,
AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,13 [2-28],13.48534,1.91007,28.07503,,,
AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE039,Lower respiratory infections,,5 [1-9],4.70913,0.81457,8.97886,,,
AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE114,Stroke,,5 [1-14],5.31222,0.70715,13.69733,,,
AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE000,Total,,37 [5-84],36.61161,5.33618,83.76195,,,
AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,1 [0-2],0.97506,0.14921,1.96023,,,
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,17 [3-43],17.07873,2.56442,43.28331,,,
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,15 [2-31],15.15800,2.16151,31.39008,,,
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE039,Lower respiratory infections,,6 [1-11],5.79204,1.03474,10.99429,,,
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE114,Stroke,,7 [1-17],6.89268,0.93543,17.44926,,,
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE000,Total,,46 [7-106],46.46514,6.94118,106.12732,,,
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,2 [0-3],1.54369,0.24508,3.01038,,,
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,19 [3-48],19.13724,2.97188,48.38207,,,
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,13 [2-27],12.96593,1.86813,26.67364,,,
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE039,Lower respiratory infections,,6 [1-11],5.96218,1.10171,11.26718,,,
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE114,Stroke,,7 [1-18],7.06699,0.97364,17.64240,,,
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,ENVCAUSE000,Total,,47 [7-107],46.99060,7.21892,107.49315,,,
